Player,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,PTS,Year,Pts Won,season_date
Chuck Hayes,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,2.0,2016,0.0,2016-01-01
Dwight Howard,5.2,8.5,0.62,0.0,0.1,0.0,5.2,8.4,0.626,0.62,3.3,6.7,0.489,13.7,2016,0.0,2016-01-01
Terrence Jones,3.3,7.3,0.452,0.5,1.6,0.316,2.8,5.8,0.49,0.486,1.5,2.3,0.664,8.7,2016,0.0,2016-01-01
K.J. Mcdaniels,0.8,1.9,0.403,0.2,0.7,0.28,0.6,1.3,0.468,0.451,0.6,0.8,0.8,2.4,2016,0.0,2016-01-01
Donatas Motiejūnas,2.4,5.5,0.439,0.4,1.5,0.281,2.0,4.0,0.5,0.478,0.9,1.4,0.642,6.2,2016,0.0,2016-01-01
Josh Smith,2.3,6.3,0.364,0.7,2.6,0.287,1.6,3.7,0.417,0.423,0.7,1.2,0.552,6.0,2016,0.0,2016-01-01
Jason Terry,2.1,5.2,0.402,1.3,3.6,0.356,0.8,1.6,0.504,0.525,0.4,0.5,0.818,5.9,2016,0.0,2016-01-01
Trevor Ariza,4.3,10.7,0.399,2.1,6.3,0.334,2.2,4.4,0.493,0.498,1.9,2.4,0.793,12.5,2019,0.0,2019-01-01
Ron Baker,0.3,1.3,0.2,0.1,0.9,0.077,0.2,0.5,0.429,0.225,0.3,0.4,0.833,0.9,2019,0.0,2019-01-01
Bradley Beal,9.3,19.6,0.475,2.5,7.3,0.351,6.8,12.4,0.548,0.54,4.4,5.5,0.808,25.6,2019,0.0,2019-01-01
Troy Brown Jr.,1.9,4.5,0.415,0.4,1.3,0.319,1.4,3.2,0.455,0.462,0.6,0.9,0.681,4.8,2019,0.0,2019-01-01
Thomas Bryant,4.3,7.0,0.616,0.5,1.4,0.333,3.8,5.6,0.685,0.648,1.5,1.9,0.781,10.5,2019,0.0,2019-01-01
Sam Dekker,2.6,5.4,0.469,0.4,1.3,0.306,2.1,4.1,0.521,0.506,0.6,1.0,0.609,6.1,2019,0.0,2019-01-01
Jeff Green,4.2,8.9,0.475,1.4,4.2,0.347,2.8,4.8,0.586,0.555,2.4,2.7,0.888,12.3,2019,0.0,2019-01-01
Dwight Howard,4.8,7.7,0.623,0.0,0.0,0.0,4.8,7.7,0.623,0.623,3.2,5.3,0.604,12.8,2019,0.0,2019-01-01
Wesley Johnson,1.2,3.4,0.352,0.7,2.0,0.329,0.5,1.4,0.385,0.449,0.3,0.5,0.684,3.4,2019,0.0,2019-01-01
Ian Mahinmi,1.4,3.1,0.452,0.1,0.5,0.188,1.3,2.6,0.5,0.466,1.2,1.8,0.689,4.1,2019,0.0,2019-01-01
Jordan Mcrae,2.3,4.8,0.469,0.4,1.3,0.286,1.9,3.5,0.537,0.508,1.0,1.3,0.8,5.9,2019,0.0,2019-01-01
Jabari Parker,5.8,11.7,0.493,1.0,3.0,0.313,4.8,8.7,0.556,0.533,2.0,2.9,0.712,14.5,2019,0.0,2019-01-01
Gary Payton Ii,1.7,2.7,0.625,0.3,0.7,0.5,1.3,2.0,0.667,0.688,0.0,0.0,0.0,3.7,2019,0.0,2019-01-01
Bobby Portis,5.6,12.6,0.444,1.5,3.8,0.393,4.1,8.7,0.467,0.504,1.5,1.9,0.794,14.2,2019,0.0,2019-01-01
Chasson Randle,1.9,4.4,0.419,0.9,2.3,0.4,0.9,2.1,0.441,0.525,0.9,1.3,0.694,5.5,2019,0.0,2019-01-01
Devin Robinson,2.7,4.6,0.594,0.0,0.3,0.0,2.7,4.3,0.633,0.594,1.3,2.0,0.643,6.7,2019,0.0,2019-01-01
Tomáš Satoranský,3.2,6.6,0.485,0.8,2.0,0.395,2.4,4.6,0.524,0.545,1.6,2.0,0.819,8.9,2019,0.0,2019-01-01
John Wall,7.7,17.3,0.444,1.6,5.3,0.302,6.1,12.0,0.507,0.49,3.8,5.5,0.697,20.7,2019,0.0,2019-01-01
Okaro White,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,2019-01-01
Joe Arlauckas,1.6,4.8,0.326,0.0,0.0,0.0,1.6,4.8,0.326,0.326,0.7,0.9,0.75,3.8,1988,0.0,1988-01-01
Franklin Edwards,3.4,7.2,0.47,0.0,0.1,0.0,3.4,7.1,0.478,0.47,1.5,2.0,0.75,8.3,1988,0.0,1988-01-01
Conner Henry,1.6,3.8,0.413,0.5,1.2,0.444,1.1,2.7,0.4,0.48,1.0,1.2,0.83,4.7,1988,0.0,1988-01-01
Michael Jackson,1.1,2.9,0.374,0.1,0.4,0.24,1.0,2.5,0.397,0.392,0.4,0.6,0.719,2.7,1988,0.0,1988-01-01
Joe Kleine,4.0,8.4,0.472,0.0,0.0,0.0,4.0,8.4,0.472,0.472,1.9,2.3,0.814,9.8,1988,0.0,1988-01-01
Mike Mcgee,4.6,11.0,0.421,1.1,3.3,0.331,3.5,7.7,0.459,0.471,1.6,2.1,0.745,12.0,1988,0.0,1988-01-01
Martin Nessley,0.5,1.2,0.385,0.0,0.0,0.0,0.5,1.2,0.385,0.385,0.2,0.4,0.444,1.1,1988,0.0,1988-01-01
Jawann Oldham,2.2,4.6,0.476,0.0,0.0,0.0,2.2,4.6,0.476,0.476,1.1,1.6,0.678,5.5,1988,0.0,1988-01-01
Ed Pinckney,2.3,4.3,0.522,0.0,0.0,0.0,2.3,4.3,0.525,0.522,1.7,2.3,0.747,6.2,1988,0.0,1988-01-01
Harold Pressley,4.0,8.8,0.453,0.5,1.4,0.327,3.5,7.4,0.476,0.479,1.3,1.6,0.792,9.7,1988,0.0,1988-01-01
Derek Smith,5.0,10.4,0.478,0.2,0.7,0.348,4.7,9.7,0.487,0.489,2.5,3.2,0.77,12.7,1988,0.0,1988-01-01
Kenny Smith,5.4,11.4,0.477,0.2,0.6,0.308,5.2,10.7,0.487,0.486,2.7,3.3,0.819,13.8,1988,0.0,1988-01-01
Reggie Theus,8.5,18.1,0.47,0.2,0.8,0.271,8.3,17.2,0.479,0.476,4.4,5.3,0.831,21.6,1988,0.0,1988-01-01
Lasalle Thompson,3.1,6.6,0.471,0.0,0.1,0.4,3.1,6.5,0.472,0.474,1.7,2.4,0.72,8.0,1988,0.0,1988-01-01
Otis Thorpe,7.6,15.0,0.507,0.0,0.1,0.0,7.6,14.9,0.51,0.507,5.6,7.4,0.755,20.8,1988,0.0,1988-01-01
Terry Tyler,2.5,5.5,0.452,0.0,0.1,0.143,2.5,5.4,0.458,0.453,0.6,0.9,0.641,5.5,1988,0.0,1988-01-01
B.J. Armstrong,2.3,4.8,0.485,0.0,0.1,0.5,2.3,4.8,0.484,0.489,0.9,1.0,0.885,5.6,1990,0.0,1990-01-01
Bill Cartwright,4.1,8.4,0.488,0.0,0.0,0.0,4.1,8.4,0.488,0.488,3.2,3.9,0.811,11.4,1990,0.0,1990-01-01
Charles Davis,1.1,3.0,0.367,0.1,0.5,0.28,1.0,2.5,0.383,0.389,0.1,0.2,0.875,2.5,1990,0.0,1990-01-01
Horace Grant,5.6,10.7,0.523,0.0,0.0,0.0,5.6,10.7,0.523,0.523,2.2,3.2,0.699,13.4,1990,0.0,1990-01-01
Craig Hodges,2.3,5.3,0.438,1.4,2.9,0.481,0.9,2.4,0.387,0.569,0.5,0.5,0.909,6.5,1990,0.0,1990-01-01
Michael Jordan,12.6,24.0,0.526,1.1,3.0,0.376,11.5,21.0,0.548,0.55,7.2,8.5,0.848,33.6,1990,564.0,1990-01-01
Stacey King,3.3,6.5,0.504,0.0,0.0,0.0,3.3,6.5,0.505,0.504,2.4,3.3,0.727,8.9,1990,0.0,1990-01-01
Clifford Lett,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,1.0,1990,0.0,1990-01-01
Ed Nealy,0.8,1.5,0.529,0.0,0.0,0.0,0.8,1.5,0.544,0.529,0.7,0.9,0.732,2.3,1990,0.0,1990-01-01
John Paxson,4.5,8.6,0.516,0.4,1.1,0.359,4.0,7.5,0.539,0.539,0.7,0.8,0.824,10.0,1990,0.0,1990-01-01
Will Perdue,1.4,3.5,0.414,0.0,0.1,0.0,1.4,3.4,0.422,0.414,0.9,1.4,0.692,3.8,1990,0.0,1990-01-01
Scottie Pippen,6.9,14.0,0.489,0.3,1.4,0.25,6.5,12.7,0.514,0.501,2.4,3.6,0.675,16.5,1990,0.0,1990-01-01
Jeff Sanders,0.4,1.3,0.325,0.0,0.0,0.0,0.4,1.3,0.325,0.325,0.1,0.1,0.5,0.9,1990,0.0,1990-01-01
B.J. Armstrong,3.7,7.7,0.481,0.2,0.4,0.5,3.5,7.3,0.48,0.493,1.2,1.4,0.874,8.8,1991,0.0,1991-01-01
Bill Cartwright,4.0,8.2,0.49,0.0,0.0,0.0,4.0,8.2,0.49,0.49,1.6,2.3,0.697,9.6,1991,0.0,1991-01-01
Horace Grant,5.1,9.4,0.547,0.0,0.1,0.167,5.1,9.3,0.55,0.548,2.5,3.6,0.711,12.8,1991,0.0,1991-01-01
Craig Hodges,2.0,4.7,0.424,0.6,1.6,0.383,1.4,3.1,0.445,0.488,0.4,0.4,0.963,5.0,1991,0.0,1991-01-01
Dennis Hopson,1.7,4.0,0.426,0.0,0.1,0.2,1.7,3.9,0.431,0.428,0.9,1.4,0.663,4.3,1991,0.0,1991-01-01
Michael Jordan,12.1,22.4,0.539,0.4,1.1,0.312,11.7,21.3,0.551,0.547,7.0,8.2,0.851,31.5,1991,891.0,1991-01-01
Stacey King,2.1,4.4,0.467,0.0,0.0,0.0,2.1,4.4,0.47,0.467,1.4,2.0,0.704,5.5,1991,0.0,1991-01-01
Cliff Levingston,1.6,3.6,0.45,0.0,0.1,0.25,1.6,3.6,0.453,0.452,0.8,1.2,0.648,4.0,1991,0.0,1991-01-01
John Paxson,3.9,7.0,0.548,0.5,1.2,0.438,3.4,5.9,0.571,0.585,0.4,0.5,0.829,8.7,1991,0.0,1991-01-01
Will Perdue,1.6,3.2,0.494,0.0,0.0,0.0,1.6,3.1,0.5,0.494,1.0,1.5,0.67,4.1,1991,0.0,1991-01-01
Scottie Pippen,7.3,14.1,0.52,0.3,0.8,0.309,7.1,13.2,0.534,0.529,2.9,4.1,0.706,17.8,1991,0.0,1991-01-01
Scott Williams,1.0,2.0,0.51,0.0,0.0,0.5,1.0,2.0,0.51,0.514,0.4,0.5,0.714,2.5,1991,0.0,1991-01-01
B.J. Armstrong,4.1,8.5,0.481,0.4,1.1,0.402,3.7,7.4,0.492,0.506,1.3,1.6,0.806,9.9,1992,0.0,1992-01-01
Bill Cartwright,3.3,7.0,0.467,0.0,0.0,0.0,3.3,7.0,0.467,0.467,1.5,2.5,0.604,8.0,1992,0.0,1992-01-01
Horace Grant,5.6,9.8,0.578,0.0,0.0,0.0,5.6,9.7,0.58,0.578,2.9,3.9,0.741,14.2,1992,0.0,1992-01-01
Bob Hansen,1.2,2.6,0.444,0.1,0.4,0.259,1.1,2.2,0.477,0.463,0.1,0.3,0.364,2.5,1992,0.0,1992-01-01
Craig Hodges,1.7,4.3,0.384,0.6,1.7,0.375,1.0,2.6,0.39,0.459,0.3,0.3,0.941,4.3,1992,0.0,1992-01-01
Michael Jordan,11.8,22.7,0.519,0.3,1.3,0.27,11.5,21.5,0.533,0.526,6.1,7.4,0.832,30.1,1992,900.0,1992-01-01
Stacey King,2.7,5.4,0.506,0.0,0.1,0.4,2.7,5.3,0.507,0.508,1.5,2.0,0.753,7.0,1992,0.0,1992-01-01
Cliff Levingston,1.6,3.2,0.498,0.0,0.1,0.167,1.6,3.1,0.506,0.5,0.8,1.2,0.625,3.9,1992,0.0,1992-01-01
Chuck Nevitt,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.0,0.0,0.0,0.5,1992,0.0,1992-01-01
John Paxson,3.3,6.2,0.528,0.2,0.6,0.273,3.1,5.6,0.553,0.54,0.4,0.5,0.784,7.0,1992,0.0,1992-01-01
Will Perdue,2.0,3.6,0.547,0.0,0.0,0.5,2.0,3.6,0.547,0.549,0.6,1.2,0.495,4.5,1992,0.0,1992-01-01
Scottie Pippen,8.4,16.6,0.506,0.2,1.0,0.2,8.2,15.6,0.525,0.511,4.0,5.3,0.76,21.0,1992,32.0,1992-01-01
Scott Williams,1.3,2.7,0.483,0.0,0.0,0.0,1.3,2.7,0.491,0.483,0.8,1.2,0.649,3.4,1992,0.0,1992-01-01
B.J. Armstrong,5.0,10.0,0.499,0.8,1.7,0.453,4.2,8.3,0.508,0.537,1.6,1.8,0.861,12.3,1993,0.0,1993-01-01
Ricky Blanton,1.5,3.5,0.429,0.0,0.0,0.0,1.5,3.5,0.429,0.429,0.0,0.0,0.0,3.0,1993,0.0,1993-01-01
Bill Cartwright,2.2,5.4,0.411,0.0,0.0,0.0,2.2,5.4,0.411,0.411,1.1,1.6,0.735,5.6,1993,0.0,1993-01-01
Jo Jo English,0.5,1.7,0.3,0.0,0.5,0.0,0.5,1.2,0.429,0.3,0.0,0.3,0.0,1.0,1993,0.0,1993-01-01
Horace Grant,5.5,10.8,0.508,0.0,0.1,0.2,5.5,10.7,0.51,0.508,2.3,3.6,0.619,13.2,1993,0.0,1993-01-01
Michael Jordan,12.7,25.7,0.495,1.0,2.9,0.352,11.7,22.7,0.514,0.515,6.1,7.3,0.837,32.6,1993,565.0,1993-01-01
Stacey King,2.1,4.5,0.471,0.0,0.1,0.333,2.1,4.4,0.473,0.474,1.1,1.6,0.705,5.4,1993,0.0,1993-01-01
Rodney Mccray,1.4,3.2,0.451,0.0,0.1,0.4,1.4,3.1,0.452,0.456,0.6,0.8,0.692,3.5,1993,0.0,1993-01-01
Ed Nealy,0.6,1.7,0.377,0.2,0.7,0.296,0.4,1.0,0.429,0.435,0.2,0.3,0.75,1.7,1993,0.0,1993-01-01
John Paxson,1.8,3.9,0.451,0.3,0.7,0.463,1.5,3.3,0.448,0.491,0.3,0.3,0.85,4.2,1993,0.0,1993-01-01
Will Perdue,1.9,3.4,0.557,0.0,0.0,0.0,1.9,3.4,0.559,0.557,0.9,1.5,0.604,4.7,1993,0.0,1993-01-01
Scottie Pippen,7.8,16.4,0.473,0.3,1.1,0.237,7.5,15.2,0.491,0.482,2.9,4.3,0.663,18.6,1993,0.0,1993-01-01
Trent Tucker,2.1,4.3,0.485,0.8,1.9,0.397,1.3,2.4,0.555,0.573,0.3,0.3,0.818,5.2,1993,0.0,1993-01-01
Darrell Walker,0.9,2.6,0.354,0.0,0.0,0.0,0.9,2.6,0.358,0.354,0.3,0.7,0.462,2.2,1993,0.0,1993-01-01
Corey Williams,0.9,2.4,0.365,0.0,0.1,0.333,0.9,2.3,0.366,0.371,0.5,0.6,0.818,2.3,1993,0.0,1993-01-01
Scott Williams,2.3,5.0,0.466,0.0,0.1,0.0,2.3,4.9,0.476,0.466,1.3,1.8,0.714,5.9,1993,0.0,1993-01-01
B.J. Armstrong,5.8,12.3,0.476,0.7,1.6,0.444,5.1,10.6,0.481,0.505,2.4,2.8,0.855,14.8,1994,0.0,1994-01-01
Corie Blount,1.1,2.6,0.437,0.0,0.0,0.0,1.1,2.6,0.437,0.437,0.7,1.1,0.613,3.0,1994,0.0,1994-01-01
Bill Cartwright,2.3,4.5,0.513,0.0,0.0,0.0,2.3,4.5,0.513,0.513,0.9,1.4,0.684,5.6,1994,0.0,1994-01-01
Jo Jo English,1.6,3.6,0.434,0.2,0.5,0.471,1.3,3.1,0.429,0.465,0.3,0.6,0.476,3.6,1994,0.0,1994-01-01
Horace Grant,6.6,12.5,0.524,0.0,0.1,0.0,6.6,12.5,0.528,0.524,2.0,3.3,0.596,15.1,1994,0.0,1994-01-01
Dave Johnson,1.0,3.2,0.315,0.0,0.1,0.0,1.0,3.1,0.321,0.315,0.8,1.2,0.619,2.8,1994,0.0,1994-01-01
Steve Kerr,3.5,7.0,0.497,0.6,1.5,0.419,2.9,5.5,0.519,0.542,1.0,1.2,0.856,8.6,1994,0.0,1994-01-01
Toni Kukoč,4.2,9.7,0.431,0.4,1.6,0.271,3.7,8.1,0.462,0.453,2.1,2.8,0.743,10.9,1994,0.0,1994-01-01
Luc Longley,2.9,6.1,0.471,0.0,0.0,0.0,2.9,6.1,0.472,0.471,1.2,1.6,0.72,6.9,1994,0.0,1994-01-01
Pete Myers,3.1,6.8,0.455,0.1,0.4,0.276,3.0,6.4,0.465,0.462,1.7,2.4,0.701,7.9,1994,0.0,1994-01-01
John Paxson,1.1,2.5,0.441,0.3,0.8,0.409,0.8,1.7,0.457,0.507,0.0,0.1,0.5,2.6,1994,0.0,1994-01-01
Will Perdue,1.1,2.6,0.42,0.0,0.0,0.0,1.1,2.6,0.423,0.42,0.5,0.7,0.719,2.7,1994,0.0,1994-01-01
Scottie Pippen,8.7,17.8,0.491,0.9,2.7,0.32,7.8,15.0,0.522,0.515,3.8,5.7,0.66,22.0,1994,390.0,1994-01-01
Bill Wennington,3.1,6.3,0.488,0.0,0.0,0.0,3.1,6.3,0.49,0.488,0.9,1.2,0.818,7.1,1994,0.0,1994-01-01
Scott Williams,3.0,6.2,0.483,0.0,0.1,0.2,3.0,6.1,0.489,0.485,1.6,2.6,0.612,7.6,1994,0.0,1994-01-01
B.J. Armstrong,5.1,10.9,0.468,1.3,3.1,0.427,3.8,7.8,0.484,0.528,2.5,2.8,0.884,14.0,1995,0.0,1995-01-01
Corie Blount,1.5,3.1,0.476,0.0,0.0,0.0,1.5,3.1,0.481,0.476,0.6,1.0,0.567,3.5,1995,0.0,1995-01-01
Jud Buechler,1.6,3.2,0.492,0.3,0.8,0.313,1.3,2.4,0.556,0.533,0.4,0.7,0.564,3.8,1995,0.0,1995-01-01
Jo Jo English,1.9,4.9,0.385,0.4,1.5,0.25,1.5,3.4,0.444,0.423,1.3,1.6,0.769,5.4,1995,0.0,1995-01-01
Ron Harper,2.7,6.4,0.426,0.4,1.4,0.282,2.3,4.9,0.467,0.457,1.1,1.7,0.618,6.9,1995,0.0,1995-01-01
Michael Jordan,9.8,23.8,0.411,0.9,1.9,0.5,8.8,21.9,0.403,0.431,6.4,8.0,0.801,26.9,1995,12.0,1995-01-01
Steve Kerr,3.2,6.0,0.527,1.1,2.1,0.524,2.1,4.0,0.529,0.617,0.8,1.0,0.778,8.2,1995,0.0,1995-01-01
Larry Krystkowiak,1.5,3.8,0.389,0.0,0.0,0.0,1.5,3.8,0.389,0.389,1.4,1.6,0.9,4.4,1995,0.0,1995-01-01
Toni Kukoč,6.0,11.9,0.504,0.8,2.4,0.313,5.2,9.5,0.553,0.536,2.9,3.9,0.748,15.7,1995,0.0,1995-01-01
Luc Longley,2.5,5.5,0.447,0.0,0.0,0.0,2.5,5.5,0.45,0.447,1.6,1.9,0.822,6.5,1995,0.0,1995-01-01
Pete Myers,1.7,4.0,0.415,0.1,0.5,0.256,1.5,3.5,0.44,0.432,1.0,1.6,0.614,4.5,1995,0.0,1995-01-01
Will Perdue,3.3,5.9,0.553,0.0,0.0,0.0,3.3,5.9,0.555,0.553,1.4,2.5,0.582,8.0,1995,0.0,1995-01-01
Scottie Pippen,8.0,16.7,0.48,1.4,4.0,0.345,6.6,12.7,0.523,0.522,4.0,5.6,0.716,21.4,1995,83.0,1995-01-01
Dickey Simpkins,1.3,3.1,0.424,0.0,0.0,0.0,1.3,3.1,0.424,0.424,0.8,1.2,0.694,3.5,1995,0.0,1995-01-01
Bill Wennington,2.1,4.3,0.492,0.0,0.1,0.0,2.1,4.3,0.498,0.492,0.7,0.9,0.81,5.0,1995,0.0,1995-01-01
B.J. Armstrong,4.1,8.9,0.468,1.2,2.5,0.473,3.0,6.3,0.465,0.535,2.9,3.4,0.839,12.3,1996,0.0,1996-01-01
Jon Barry,1.3,2.7,0.492,0.6,1.4,0.473,0.7,1.4,0.511,0.611,0.5,0.5,0.838,3.8,1996,0.0,1996-01-01
Robert Churchwell,0.8,2.0,0.375,0.0,0.0,0.0,0.8,2.0,0.375,0.375,0.0,0.0,0.0,1.5,1996,0.0,1996-01-01
Bimbo Coles,3.9,9.6,0.409,1.1,3.1,0.346,2.8,6.5,0.44,0.466,2.1,2.6,0.796,11.0,1996,0.0,1996-01-01
Andrew Declercq,1.1,2.3,0.48,0.0,0.0,0.0,1.1,2.2,0.49,0.48,0.5,0.9,0.579,2.7,1996,0.0,1996-01-01
Geert Hammink,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,0.5,0.5,0.7,1.2,0.571,1.3,1996,0.0,1996-01-01
Jerome Kersey,2.7,6.6,0.41,0.0,0.2,0.176,2.7,6.4,0.418,0.413,1.3,1.9,0.66,6.7,1996,0.0,1996-01-01
Donyell Marshall,2.0,5.1,0.398,0.5,1.5,0.298,1.6,3.5,0.441,0.443,1.0,1.3,0.771,5.5,1996,0.0,1996-01-01
Chris Mullin,4.9,9.8,0.499,1.1,2.7,0.393,3.8,7.1,0.54,0.554,2.5,2.9,0.856,13.3,1996,0.0,1996-01-01
Clifford Rozier,1.3,2.3,0.585,0.0,0.0,0.0,1.3,2.3,0.594,0.585,0.4,0.9,0.473,3.1,1996,0.0,1996-01-01
Rony Seikaly,4.5,8.9,0.502,0.0,0.0,0.667,4.4,8.8,0.501,0.504,3.2,4.4,0.723,12.1,1996,0.0,1996-01-01
Joe Smith,5.7,12.5,0.458,0.1,0.3,0.357,5.6,12.1,0.461,0.463,3.7,4.8,0.773,15.3,1996,0.0,1996-01-01
Latrell Sprewell,6.6,15.4,0.428,1.2,3.6,0.323,5.4,11.8,0.461,0.466,4.5,5.7,0.789,18.9,1996,0.0,1996-01-01
Kevin Willis,4.3,9.5,0.456,0.0,0.1,0.111,4.3,9.4,0.461,0.457,1.9,2.7,0.708,10.6,1996,0.0,1996-01-01
B.J. Armstrong,3.0,6.7,0.453,0.5,1.8,0.278,2.5,4.8,0.519,0.491,1.4,1.6,0.861,7.9,1997,0.0,1997-01-01
Melvin Booker,2.2,5.0,0.438,0.6,1.8,0.324,1.6,3.2,0.5,0.495,0.9,1.0,0.9,5.8,1997,0.0,1997-01-01
Scott Burrell,1.7,4.8,0.362,0.7,2.0,0.353,1.0,2.7,0.368,0.437,1.0,1.3,0.75,5.2,1997,0.0,1997-01-01
Bimbo Coles,2.4,6.2,0.389,0.6,2.0,0.294,1.8,4.2,0.434,0.436,0.7,1.0,0.755,6.1,1997,0.0,1997-01-01
Andrew Declercq,2.0,3.8,0.52,0.0,0.0,0.0,2.0,3.8,0.52,0.52,1.3,2.1,0.603,5.3,1997,0.0,1997-01-01
Todd Fuller,1.5,3.5,0.429,0.0,0.0,0.0,1.5,3.5,0.429,0.429,1.0,1.5,0.691,4.1,1997,0.0,1997-01-01
Donyell Marshall,2.9,6.9,0.413,0.6,1.8,0.315,2.3,5.1,0.448,0.455,1.0,1.6,0.622,7.3,1997,0.0,1997-01-01
Chris Mullin,5.5,10.0,0.553,1.1,2.6,0.411,4.5,7.5,0.602,0.605,2.3,2.7,0.864,14.5,1997,0.0,1997-01-01
Ray Owes,1.3,3.2,0.417,0.0,0.1,0.2,1.3,3.1,0.423,0.419,0.5,0.8,0.565,3.1,1997,0.0,1997-01-01
Mark Price,3.8,8.4,0.447,1.6,4.0,0.396,2.2,4.4,0.493,0.542,2.2,2.4,0.906,11.3,1997,0.0,1997-01-01
Lou Roe,0.8,2.8,0.292,0.2,0.6,0.273,0.6,2.2,0.297,0.323,0.5,1.1,0.474,2.4,1997,0.0,1997-01-01
Joe Smith,7.3,16.2,0.454,0.2,0.6,0.261,7.2,15.6,0.461,0.459,3.8,4.7,0.814,18.7,1997,0.0,1997-01-01
Felton Spencer,1.9,3.9,0.489,0.0,0.0,0.0,1.9,3.9,0.489,0.489,1.3,2.2,0.584,5.1,1997,0.0,1997-01-01
Latrell Sprewell,8.1,18.1,0.449,1.8,5.2,0.354,6.3,12.9,0.488,0.5,6.2,7.3,0.843,24.2,1997,0.0,1997-01-01
B.J. Armstrong,1.6,3.2,0.493,0.1,0.5,0.257,1.5,2.7,0.539,0.514,0.6,0.8,0.84,4.0,1998,0.0,1998-01-01
Corey Beck,1.2,2.7,0.459,0.0,0.1,0.5,1.2,2.6,0.458,0.465,0.7,1.0,0.729,3.2,1998,0.0,1998-01-01
Dell Curry,3.7,8.3,0.447,1.2,2.8,0.421,2.6,5.6,0.46,0.517,0.8,1.0,0.788,9.4,1998,0.0,1998-01-01
Vlade Divac,4.2,8.4,0.498,0.0,0.2,0.214,4.1,8.2,0.506,0.501,2.0,2.9,0.691,10.4,1998,0.0,1998-01-01
Tony Farmer,0.6,2.0,0.321,0.1,0.3,0.222,0.6,1.6,0.341,0.34,1.1,1.4,0.795,2.5,1998,0.0,1998-01-01
Matt Geiger,4.6,9.1,0.505,0.0,0.1,0.091,4.6,8.9,0.511,0.506,2.2,3.0,0.712,11.3,1998,0.0,1998-01-01
Anthony Mason,4.8,9.4,0.509,0.0,0.0,0.0,4.8,9.4,0.512,0.509,3.2,5.0,0.649,12.8,1998,0.0,1998-01-01
Vernon Maxwell,2.5,6.1,0.399,0.9,2.7,0.33,1.6,3.5,0.452,0.471,1.1,1.4,0.8,6.9,1998,0.0,1998-01-01
Michael Mcdonald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,0.0,1998-01-01
Bobby Phills,4.0,8.9,0.446,0.7,1.8,0.386,3.3,7.1,0.461,0.486,1.7,2.3,0.757,10.4,1998,0.0,1998-01-01
J.R. Reid,1.8,4.0,0.459,0.0,0.1,0.375,1.8,3.9,0.461,0.464,1.1,1.5,0.73,4.9,1998,0.0,1998-01-01
Glen Rice,7.7,16.9,0.457,1.6,3.7,0.433,6.1,13.2,0.464,0.504,5.2,6.1,0.849,22.3,1998,7.0,1998-01-01
Donald Royal,0.8,2.2,0.362,0.0,0.0,0.0,0.8,2.2,0.362,0.362,0.9,1.1,0.879,2.5,1998,0.0,1998-01-01
David Wesley,4.7,10.7,0.443,0.7,2.1,0.347,4.0,8.6,0.467,0.477,2.8,3.6,0.795,13.0,1998,0.0,1998-01-01
Travis Williams,1.4,3.1,0.471,0.0,0.0,0.0,1.4,3.0,0.475,0.471,0.6,1.2,0.522,3.5,1998,0.0,1998-01-01
Brandon Armstrong,0.8,2.4,0.318,0.1,0.5,0.294,0.6,1.9,0.324,0.347,0.1,0.3,0.5,1.8,2002,0.0,2002-01-01
Jason Collins,1.5,3.6,0.421,0.0,0.0,0.5,1.5,3.6,0.42,0.423,1.5,2.1,0.701,4.5,2002,0.0,2002-01-01
Steve Goodrich,0.2,1.1,0.2,0.0,0.0,0.0,0.2,1.1,0.2,0.2,0.1,0.2,0.5,0.6,2002,0.0,2002-01-01
Lucious Harris,3.4,7.3,0.464,0.6,1.6,0.373,2.8,5.7,0.489,0.505,1.8,2.1,0.842,9.1,2002,0.0,2002-01-01
Richard Jefferson,3.4,7.5,0.457,0.2,0.7,0.232,3.3,6.8,0.48,0.468,2.4,3.4,0.713,9.4,2002,0.0,2002-01-01
Anthony Johnson,1.1,2.6,0.411,0.1,0.4,0.333,1.0,2.3,0.423,0.433,0.5,0.7,0.64,2.8,2002,0.0,2002-01-01
Jason Kidd,5.4,13.9,0.391,1.4,4.4,0.321,4.0,9.4,0.424,0.442,2.5,3.0,0.814,14.7,2002,897.0,2002-01-01
Kerry Kittles,5.3,11.5,0.466,1.2,3.0,0.405,4.1,8.5,0.487,0.518,1.6,2.1,0.744,13.4,2002,0.0,2002-01-01
Todd Macculloch,4.0,7.5,0.531,0.0,0.0,0.0,4.0,7.5,0.531,0.531,1.8,2.6,0.671,9.7,2002,0.0,2002-01-01
